Ensembl ID	HPO	hgncSymbol
ENSG00000145794.16	Skeletal-abnormality	MEGF10
ENSG00000138829.11	Skeletal-abnormality	FBN2
ENSG00000113522.13	Skeletal-abnormality	RAD50
ENSG00000164405.10	Skeletal-abnormality	UQCRQ
ENSG00000072364.12	Skeletal-abnormality	AFF4
ENSG00000069011.15	Skeletal-abnormality	PITX1
ENSG00000120729.9	Skeletal-abnormality	MYOT
ENSG00000120725.12	Skeletal-abnormality	SIL1
ENSG00000184584.12	Skeletal-abnormality	TMEM173
ENSG00000133706.17	Skeletal-abnormality	LARS
ENSG00000164266.10	Skeletal-abnormality	SPINK1
ENSG00000169247.11	Skeletal-abnormality	SH3TC2
ENSG00000155850.7	Skeletal-abnormality	SLC26A2
ENSG00000113721.13	Skeletal-abnormality	PDGFRB
ENSG00000070814.17	Skeletal-abnormality	TCOF1
ENSG00000113140.10	Skeletal-abnormality	SPARC
ENSG00000170624.13	Skeletal-abnormality	SGCD
ENSG00000113643.8	Skeletal-abnormality	RARS
ENSG00000174705.12	Skeletal-abnormality	SH3PXD2B
ENSG00000120149.8	Skeletal-abnormality	MSX2
ENSG00000165671.19	Skeletal-abnormality	NSD1
ENSG00000131183.10	Skeletal-abnormality	SLC34A1
ENSG00000027847.13	Skeletal-abnormality	B4GALT7
ENSG00000087116.14	Skeletal-abnormality	ADAMTS2
ENSG00000161011.19	Skeletal-abnormality	SQSTM1
ENSG00000054598.6	Skeletal-abnormality	FOXC1
ENSG00000137285.9	Skeletal-abnormality	TUBB2B
ENSG00000145982.11	Skeletal-abnormality	FARS2
ENSG00000124491.15	Skeletal-abnormality	F13A1
ENSG00000137203.10	Skeletal-abnormality	TFAP2A
ENSG00000124827.6	Skeletal-abnormality	GCM2
ENSG00000078401.6	Skeletal-abnormality	EDN1
ENSG00000145979.17	Skeletal-abnormality	TBC1D7
ENSG00000010704.18	Skeletal-abnormality	HFE
ENSG00000196230.12	Skeletal-abnormality	TUBB
ENSG00000137411.16	Skeletal-abnormality	VARS2
ENSG00000204386.10	Skeletal-abnormality	NEU1
ENSG00000204351.11	Skeletal-abnormality	SKIV2L
ENSG00000244731.7	Skeletal-abnormality	C4A
ENSG00000231852.6	Skeletal-abnormality	CYP21A2
ENSG00000168477.17	Skeletal-abnormality	TNXB
ENSG00000196126.11	Skeletal-abnormality	HLA-DRB1
ENSG00000204264.8	Skeletal-abnormality	PSMB8
ENSG00000204248.10	Skeletal-abnormality	COL11A2
ENSG00000124615.17	Skeletal-abnormality	MOCS1
ENSG00000095970.16	Skeletal-abnormality	TREM2
ENSG00000112640.14	Skeletal-abnormality	PPP2R5D
ENSG00000124608.4	Skeletal-abnormality	AARS2
ENSG00000124813.20	Skeletal-abnormality	RUNX2
ENSG00000008196.12	Skeletal-abnormality	TFAP2B
ENSG00000170927.14	Skeletal-abnormality	PKHD1
ENSG00000112144.15	Skeletal-abnormality	ICK
ENSG00000151914.19	Skeletal-abnormality	DST
ENSG00000112280.15	Skeletal-abnormality	COL9A1
ENSG00000119899.12	Skeletal-abnormality	SLC17A5
ENSG00000111799.20	Skeletal-abnormality	COL12A1
ENSG00000118402.5	Skeletal-abnormality	ELOVL4
ENSG00000013375.15	Skeletal-abnormality	PGM3
ENSG00000135318.11	Skeletal-abnormality	NT5E
ENSG00000135317.12	Skeletal-abnormality	SNX14
ENSG00000146282.17	Skeletal-abnormality	RARS2
ENSG00000112234.8	Skeletal-abnormality	FBXL4
ENSG00000112246.9	Skeletal-abnormality	SIM1
ENSG00000081087.14	Skeletal-abnormality	OSTM1
ENSG00000112365.4	Skeletal-abnormality	ZBTB24
ENSG00000112367.10	Skeletal-abnormality	FIG4
ENSG00000112761.20	Skeletal-abnormality	WISP3
ENSG00000123500.9	Skeletal-abnormality	COL10A1
ENSG00000111817.16	Skeletal-abnormality	DSE
ENSG00000111877.17	Skeletal-abnormality	MCM9
ENSG00000152661.7	Skeletal-abnormality	GJA1
ENSG00000196569.11	Skeletal-abnormality	LAMA2
ENSG00000118523.5	Skeletal-abnormality	CTGF
ENSG00000112357.12	Skeletal-abnormality	PEX7
ENSG00000027697.13	Skeletal-abnormality	IFNGR1
ENSG00000112414.14	Skeletal-abnormality	ADGRG6
ENSG00000091831.22	Skeletal-abnormality	ESR1
ENSG00000049618.22	Skeletal-abnormality	ARID1B
ENSG00000122194.18	Skeletal-abnormality	PLG
ENSG00000164458.9	Skeletal-abnormality	T
ENSG00000060762.18	Skeletal-abnormality	MPC1
ENSG00000026297.15	Skeletal-abnormality	RNASET2
ENSG00000177706.8	Skeletal-abnormality	FAM20C
ENSG00000106003.12	Skeletal-abnormality	LFNG
ENSG00000106009.15	Skeletal-abnormality	BRAT1
ENSG00000075624.13	Skeletal-abnormality	ACTB
ENSG00000011275.18	Skeletal-abnormality	RNF216
ENSG00000122512.14	Skeletal-abnormality	PMS2
ENSG00000214960.9	Skeletal-abnormality	ISPD
ENSG00000122691.12	Skeletal-abnormality	TWIST1
ENSG00000136244.11	Skeletal-abnormality	IL6
ENSG00000122591.11	Skeletal-abnormality	FAM126A
ENSG00000005073.5	Skeletal-abnormality	HOXA11
ENSG00000106031.7	Skeletal-abnormality	HOXA13
ENSG00000106080.10	Skeletal-abnormality	FKBP14
ENSG00000106105.13	Skeletal-abnormality	GARS
ENSG00000164619.8	Skeletal-abnormality	BMPER
ENSG00000106571.12	Skeletal-abnormality	GLI3
ENSG00000146733.13	Skeletal-abnormality	PSPH
ENSG00000169919.16	Skeletal-abnormality	GUSB
ENSG00000243335.9	Skeletal-abnormality	KCTD7
ENSG00000126524.9	Skeletal-abnormality	SBDS
ENSG00000158321.15	Skeletal-abnormality	AUTS2
ENSG00000106638.15	Skeletal-abnormality	TBL2
ENSG00000127948.15	Skeletal-abnormality	POR
ENSG00000075223.13	Skeletal-abnormality	SEMA3C
ENSG00000186472.19	Skeletal-abnormality	PCLO
ENSG00000127980.15	Skeletal-abnormality	PEX1
ENSG00000164692.17	Skeletal-abnormality	COL1A2
ENSG00000105880.4	Skeletal-abnormality	DLX5
ENSG00000070669.16	Skeletal-abnormality	ASNS
ENSG00000106397.11	Skeletal-abnormality	PLOD3
ENSG00000189056.13	Skeletal-abnormality	RELN
ENSG00000091137.11	Skeletal-abnormality	SLC26A4
ENSG00000091140.13	Skeletal-abnormality	DLD
ENSG00000091136.13	Skeletal-abnormality	LAMB1
ENSG00000106344.8	Skeletal-abnormality	RBM28
ENSG00000064419.13	Skeletal-abnormality	TNPO3
ENSG00000106477.18	Skeletal-abnormality	CEP41
ENSG00000122787.14	Skeletal-abnormality	AKR1D1
ENSG00000059377.16	Skeletal-abnormality	TBXAS1
ENSG00000157764.12	Skeletal-abnormality	BRAF
ENSG00000106462.10	Skeletal-abnormality	EZH2
ENSG00000164885.12	Skeletal-abnormality	CDK5
ENSG00000130226.16	Skeletal-abnormality	DPP6
ENSG00000164690.7	Skeletal-abnormality	SHH
ENSG00000105983.20	Skeletal-abnormality	LMBR1
ENSG00000130675.14	Skeletal-abnormality	MNX1
ENSG00000147316.12	Skeletal-abnormality	MCPH1
ENSG00000136574.17	Skeletal-abnormality	GATA4
ENSG00000155975.9	Skeletal-abnormality	VPS37A
ENSG00000104763.18	Skeletal-abnormality	ASAH1
ENSG00000147416.10	Skeletal-abnormality	ATP6V1B2
ENSG00000168484.12	Skeletal-abnormality	SFTPC
ENSG00000277586.2	Skeletal-abnormality	NEFL
ENSG00000171320.14	Skeletal-abnormality	ESCO2
ENSG00000165392.9	Skeletal-abnormality	WRN
ENSG00000129696.12	Skeletal-abnormality	TTI2
ENSG00000147475.14	Skeletal-abnormality	ERLIN2
ENSG00000147465.11	Skeletal-abnormality	STAR
ENSG00000077782.19	Skeletal-abnormality	FGFR1
ENSG00000029534.19	Skeletal-abnormality	ANK1
ENSG00000083168.9	Skeletal-abnormality	KAT6A
ENSG00000165102.14	Skeletal-abnormality	HGSNAT
ENSG00000253729.7	Skeletal-abnormality	PRKDC
ENSG00000104738.16	Skeletal-abnormality	MCM4
ENSG00000164736.5	Skeletal-abnormality	SOX17
ENSG00000104331.8	Skeletal-abnormality	IMPAD1
ENSG00000171316.11	Skeletal-abnormality	CHD7
ENSG00000198363.17	Skeletal-abnormality	ASPH
ENSG00000137561.4	Skeletal-abnormality	TTPA
ENSG00000104313.17	Skeletal-abnormality	EYA1
ENSG00000175606.10	Skeletal-abnormality	TMEM70
ENSG00000104381.12	Skeletal-abnormality	GDAP1
ENSG00000104267.9	Skeletal-abnormality	CA2
ENSG00000104320.13	Skeletal-abnormality	NBN
ENSG00000156471.12	Skeletal-abnormality	PTDSS1
ENSG00000132549.18	Skeletal-abnormality	VPS13B
ENSG00000083307.10	Skeletal-abnormality	GRHL2
ENSG00000048392.11	Skeletal-abnormality	RRM2B
ENSG00000147647.12	Skeletal-abnormality	DPYS
ENSG00000174417.2	Skeletal-abnormality	TRHR
ENSG00000104447.12	Skeletal-abnormality	TRPS1
ENSG00000182197.10	Skeletal-abnormality	EXT1
ENSG00000164761.8	Skeletal-abnormality	TNFRSF11B
ENSG00000064313.11	Skeletal-abnormality	TAF2
ENSG00000169427.6	Skeletal-abnormality	KCNK9
ENSG00000126233.1	Skeletal-abnormality	SLURP1
ENSG00000160882.11	Skeletal-abnormality	CYP11B1
ENSG00000179950.13	Skeletal-abnormality	PUF60
ENSG00000178209.14	Skeletal-abnormality	PLEC
ENSG00000185803.8	Skeletal-abnormality	SLC52A2
ENSG00000160957.12	Skeletal-abnormality	RECQL4
ENSG00000107099.15	Skeletal-abnormality	DOCK8
ENSG00000107104.18	Skeletal-abnormality	KANK1
ENSG00000137090.11	Skeletal-abnormality	DMRT1
ENSG00000080503.22	Skeletal-abnormality	SMARCA2
ENSG00000107186.16	Skeletal-abnormality	MPDZ
ENSG00000164946.19	Skeletal-abnormality	FREM1
ENSG00000099810.18	Skeletal-abnormality	MTAP
ENSG00000107201.9	Skeletal-abnormality	DDX58
ENSG00000137074.18	Skeletal-abnormality	APTX
ENSG00000086062.12	Skeletal-abnormality	B4GALT1
ENSG00000213930.11	Skeletal-abnormality	GALT
ENSG00000137070.17	Skeletal-abnormality	IL11RA
ENSG00000165280.15	Skeletal-abnormality	VCP
ENSG00000165282.13	Skeletal-abnormality	PIGO
ENSG00000269900.3	Skeletal-abnormality	RMRP
ENSG00000198467.13	Skeletal-abnormality	TPM2
ENSG00000070610.14	Skeletal-abnormality	GBA2
ENSG00000159899.14	Skeletal-abnormality	NPR2
ENSG00000159921.14	Skeletal-abnormality	GNE
ENSG00000165060.11	Skeletal-abnormality	FXN
ENSG00000156052.10	Skeletal-abnormality	GNAQ
ENSG00000135069.13	Skeletal-abnormality	PSAT1
ENSG00000187742.14	Skeletal-abnormality	SECISBP2
ENSG00000148090.11	Skeletal-abnormality	AUH
ENSG00000169071.14	Skeletal-abnormality	ROR2
ENSG00000185963.13	Skeletal-abnormality	BICD2
ENSG00000158169.12	Skeletal-abnormality	FANCC
ENSG00000185920.15	Skeletal-abnormality	PTCH1
ENSG00000182150.15	Skeletal-abnormality	ERCC6L2
ENSG00000136936.10	Skeletal-abnormality	XPA
ENSG00000178919.8	Skeletal-abnormality	FOXE1
ENSG00000106799.12	Skeletal-abnormality	TGFBR1
ENSG00000106692.13	Skeletal-abnormality	FKTN
ENSG00000070061.14	Skeletal-abnormality	IKBKAP
ENSG00000030304.13	Skeletal-abnormality	MUSK
ENSG00000196739.14	Skeletal-abnormality	COL27A1
ENSG00000136931.9	Skeletal-abnormality	NR5A1
ENSG00000136944.17	Skeletal-abnormality	LMX1B
ENSG00000148356.13	Skeletal-abnormality	LRSAM1
ENSG00000136908.17	Skeletal-abnormality	DPM2
ENSG00000167113.10	Skeletal-abnormality	COQ4
ENSG00000119392.14	Skeletal-abnormality	GLE1
ENSG00000119333.11	Skeletal-abnormality	WDR34
ENSG00000175283.7	Skeletal-abnormality	DOLK
ENSG00000136827.11	Skeletal-abnormality	TOR1A
ENSG00000130714.15	Skeletal-abnormality	POMT1
ENSG00000107290.13	Skeletal-abnormality	SETX
ENSG00000165699.13	Skeletal-abnormality	TSC1
ENSG00000197859.9	Skeletal-abnormality	ADAMTSL2
ENSG00000130635.15	Skeletal-abnormality	COL5A1
ENSG00000107187.15	Skeletal-abnormality	LHX3
ENSG00000165688.11	Skeletal-abnormality	PMPCA
ENSG00000148400.9	Skeletal-abnormality	NOTCH1
ENSG00000198569.9	Skeletal-abnormality	SLC34A3
ENSG00000181090.19	Skeletal-abnormality	EHMT1
ENSG00000015171.19	Skeletal-abnormality	ZMYND11
ENSG00000107485.15	Skeletal-abnormality	GATA3
ENSG00000181192.11	Skeletal-abnormality	DHTKD1
ENSG00000107537.13	Skeletal-abnormality	PHYH
ENSG00000077943.7	Skeletal-abnormality	ITGA8
ENSG00000165996.13	Skeletal-abnormality	HACD1
ENSG00000168267.6	Skeletal-abnormality	PTF1A
ENSG00000148459.15	Skeletal-abnormality	PDSS1
ENSG00000120539.14	Skeletal-abnormality	MASTL
ENSG00000165731.18	Skeletal-abnormality	RET
ENSG00000263761.2	Skeletal-abnormality	GDF2
ENSG00000225830.12	Skeletal-abnormality	ERCC6
ENSG00000150275.17	Skeletal-abnormality	PCDH15
ENSG00000198954.7	Skeletal-abnormality	KIF1BP
ENSG00000156515.21	Skeletal-abnormality	HK1
ENSG00000198246.7	Skeletal-abnormality	SLC29A3
ENSG00000197746.13	Skeletal-abnormality	PSAP
ENSG00000122863.5	Skeletal-abnormality	CHST3
ENSG00000138303.17	Skeletal-abnormality	ASCC1
ENSG00000182180.13	Skeletal-abnormality	MRPS16
ENSG00000122861.15	Skeletal-abnormality	PLAU
ENSG00000156110.13	Skeletal-abnormality	ADK
ENSG00000156650.12	Skeletal-abnormality	KAT6B
ENSG00000107779.13	Skeletal-abnormality	BMPR1A
ENSG00000198682.12	Skeletal-abnormality	PAPSS2
ENSG00000171862.10	Skeletal-abnormality	PTEN
ENSG00000026103.21	Skeletal-abnormality	FAS
ENSG00000107798.17	Skeletal-abnormality	LIPA
ENSG00000138160.5	Skeletal-abnormality	KIF11
ENSG00000059573.8	Skeletal-abnormality	ALDH18A1
ENSG00000119977.20	Skeletal-abnormality	TCTN3
ENSG00000138185.18	Skeletal-abnormality	ENTPD1
ENSG00000095585.16	Skeletal-abnormality	BLNK
ENSG00000155256.17	Skeletal-abnormality	ZFYVE27
ENSG00000213341.10	Skeletal-abnormality	CHUK
ENSG00000075891.21	Skeletal-abnormality	PAX2
ENSG00000186862.17	Skeletal-abnormality	PDZD7
ENSG00000166167.17	Skeletal-abnormality	BTRC
ENSG00000148842.17	Skeletal-abnormality	CNNM2
ENSG00000076685.18	Skeletal-abnormality	NT5C2
ENSG00000214413.7	Skeletal-abnormality	BBIP1
ENSG00000108061.11	Skeletal-abnormality	SHOC2
ENSG00000151929.9	Skeletal-abnormality	BAG3
ENSG00000066468.22	Skeletal-abnormality	FGFR2
ENSG00000166033.11	Skeletal-abnormality	HTRA1
ENSG00000196177.12	Skeletal-abnormality	ACADSB
ENSG00000154473.17	Skeletal-abnormality	BUB3
ENSG00000188690.12	Skeletal-abnormality	UROS
ENSG00000206013.2	Skeletal-abnormality	IFITM5
ENSG00000174775.16	Skeletal-abnormality	HRAS
ENSG00000177156.10	Skeletal-abnormality	TALDO1
ENSG00000117984.13	Skeletal-abnormality	CTSD
ENSG00000130598.15	Skeletal-abnormality	TNNI2
ENSG00000130600.17	Skeletal-abnormality	H19
ENSG00000167244.18	Skeletal-abnormality	IGF2
ENSG00000129757.12	Skeletal-abnormality	CDKN1C
ENSG00000167323.11	Skeletal-abnormality	STIM1
ENSG00000244734.3	Skeletal-abnormality	HBB
ENSG00000166311.9	Skeletal-abnormality	SMPD1
ENSG00000166341.7	Skeletal-abnormality	DCHS1
ENSG00000133812.15	Skeletal-abnormality	SBF2
ENSG00000152266.6	Skeletal-abnormality	PTH
ENSG00000197601.12	Skeletal-abnormality	FAR1
ENSG00000186104.10	Skeletal-abnormality	CYP2R1
ENSG00000006071.12	Skeletal-abnormality	ABCC8
ENSG00000165970.11	Skeletal-abnormality	SLC6A5
ENSG00000171714.10	Skeletal-abnormality	ANO5
ENSG00000131808.10	Skeletal-abnormality	FSHB
ENSG00000184937.13	Skeletal-abnormality	WT1
ENSG00000110435.11	Skeletal-abnormality	PDHX
ENSG00000166349.9	Skeletal-abnormality	RAG1
ENSG00000052850.5	Skeletal-abnormality	ALX4
ENSG00000181830.8	Skeletal-abnormality	SLC35C1
ENSG00000157613.10	Skeletal-abnormality	CREB3L1
ENSG00000180210.14	Skeletal-abnormality	F2
ENSG00000134569.9	Skeletal-abnormality	LRP4
ENSG00000165915.13	Skeletal-abnormality	SLC39A13
ENSG00000172409.5	Skeletal-abnormality	CLP1
ENSG00000189057.10	Skeletal-abnormality	FAM111B
ENSG00000166801.15	Skeletal-abnormality	FAM111A
ENSG00000149541.9	Skeletal-abnormality	B3GAT3
ENSG00000168000.14	Skeletal-abnormality	BSCL2
ENSG00000184743.12	Skeletal-abnormality	ATL3
ENSG00000149781.12	Skeletal-abnormality	FERMT3
ENSG00000197891.11	Skeletal-abnormality	SLC22A12
ENSG00000168056.15	Skeletal-abnormality	LTBP3
ENSG00000175334.7	Skeletal-abnormality	BANF1
ENSG00000174684.6	Skeletal-abnormality	B4GAT1
ENSG00000175505.10	Skeletal-abnormality	CLCF1
ENSG00000110711.9	Skeletal-abnormality	AIP
ENSG00000162337.11	Skeletal-abnormality	LRP5
ENSG00000132740.8	Skeletal-abnormality	IGHMBP2
ENSG00000186895.2	Skeletal-abnormality	FGF3
ENSG00000168040.4	Skeletal-abnormality	FADD
ENSG00000172893.15	Skeletal-abnormality	DHCR7
ENSG00000165458.13	Skeletal-abnormality	INPPL1
ENSG00000162129.12	Skeletal-abnormality	CLPB
ENSG00000168014.16	Skeletal-abnormality	C2CD3
ENSG00000137513.9	Skeletal-abnormality	NARS2
ENSG00000174804.3	Skeletal-abnormality	FZD4
ENSG00000109861.15	Skeletal-abnormality	CTSC
ENSG00000077498.8	Skeletal-abnormality	TYR
ENSG00000042429.11	Skeletal-abnormality	MED17
ENSG00000087053.18	Skeletal-abnormality	MTMR2
ENSG00000196611.4	Skeletal-abnormality	MMP1
ENSG00000137745.11	Skeletal-abnormality	MMP13
ENSG00000187240.13	Skeletal-abnormality	DYNC2H1
ENSG00000149311.18	Skeletal-abnormality	ATM
ENSG00000109846.7	Skeletal-abnormality	CRYAB
ENSG00000150768.15	Skeletal-abnormality	DLAT
ENSG00000150787.7	Skeletal-abnormality	PTS
ENSG00000109906.13	Skeletal-abnormality	ZBTB16
ENSG00000137700.17	Skeletal-abnormality	SLC37A4
ENSG00000256269.7	Skeletal-abnormality	HMBS
ENSG00000172269.18	Skeletal-abnormality	DPAGT1
ENSG00000110395.6	Skeletal-abnormality	CBL
ENSG00000110400.10	Skeletal-abnormality	NECTIN1
ENSG00000109929.9	Skeletal-abnormality	SC5D
ENSG00000154134.14	Skeletal-abnormality	ROBO3
ENSG00000134910.12	Skeletal-abnormality	STT3A
ENSG00000198331.10	Skeletal-abnormality	HYLS1
ENSG00000064309.14	Skeletal-abnormality	CDON
ENSG00000110063.8	Skeletal-abnormality	DCPS
ENSG00000151702.16	Skeletal-abnormality	FLI1
ENSG00000120457.11	Skeletal-abnormality	KCNJ5
ENSG00000166086.12	Skeletal-abnormality	JAM3
ENSG00000151067.21	Skeletal-abnormality	CACNA1C
ENSG00000118972.1	Skeletal-abnormality	FGF23
ENSG00000110799.13	Skeletal-abnormality	VWF
ENSG00000067182.7	Skeletal-abnormality	TNFRSF1A
ENSG00000111669.14	Skeletal-abnormality	TPI1
ENSG00000126749.14	Skeletal-abnormality	EMG1
ENSG00000184344.3	Skeletal-abnormality	GDF3
ENSG00000111341.9	Skeletal-abnormality	MGP
ENSG00000172572.6	Skeletal-abnormality	PDE3A
ENSG00000134538.2	Skeletal-abnormality	SLCO1B1
ENSG00000121361.3	Skeletal-abnormality	KCNJ8
ENSG00000069431.11	Skeletal-abnormality	ABCC9
ENSG00000133703.11	Skeletal-abnormality	KRAS
ENSG00000087494.15	Skeletal-abnormality	PTHLH
ENSG00000013573.16	Skeletal-abnormality	DDX11
ENSG00000139132.14	Skeletal-abnormality	FGD4
ENSG00000087470.17	Skeletal-abnormality	DNM1L
ENSG00000018236.14	Skeletal-abnormality	CNTN1
ENSG00000111424.10	Skeletal-abnormality	VDR
ENSG00000139219.17	Skeletal-abnormality	COL2A1
ENSG00000152556.15	Skeletal-abnormality	PFKM
ENSG00000174233.11	Skeletal-abnormality	ADCY6
ENSG00000167548.14	Skeletal-abnormality	KMT2D
ENSG00000167552.13	Skeletal-abnormality	TUBA1A
ENSG00000167768.4	Skeletal-abnormality	KRT1
ENSG00000094914.12	Skeletal-abnormality	AAAS
ENSG00000135424.15	Skeletal-abnormality	ITGA7
ENSG00000065361.14	Skeletal-abnormality	ERBB3
ENSG00000185482.7	Skeletal-abnormality	STAC3
ENSG00000166986.14	Skeletal-abnormality	MARS
ENSG00000155980.11	Skeletal-abnormality	KIF5A
ENSG00000135454.13	Skeletal-abnormality	B4GALNT1
ENSG00000135677.10	Skeletal-abnormality	GNS
ENSG00000174106.2	Skeletal-abnormality	LEMD3
ENSG00000180318.3	Skeletal-abnormality	ALX1
ENSG00000111670.14	Skeletal-abnormality	GNPTAB
ENSG00000017427.15	Skeletal-abnormality	IGF1
ENSG00000171759.9	Skeletal-abnormality	PAH
ENSG00000151148.13	Skeletal-abnormality	UBE3B
ENSG00000110921.13	Skeletal-abnormality	MVK
ENSG00000111199.10	Skeletal-abnormality	TRPV4
ENSG00000111252.10	Skeletal-abnormality	SH2B3
ENSG00000179295.17	Skeletal-abnormality	PTPN11
ENSG00000089225.19	Skeletal-abnormality	TBX5
ENSG00000135111.15	Skeletal-abnormality	TBX3
ENSG00000089250.18	Skeletal-abnormality	NOS1
ENSG00000152137.6	Skeletal-abnormality	HSPB8
ENSG00000122971.8	Skeletal-abnormality	ACADS
ENSG00000185344.13	Skeletal-abnormality	ATP6V0A2
ENSG00000177192.13	Skeletal-abnormality	PUS1
ENSG00000177084.16	Skeletal-abnormality	POLE
ENSG00000165474.5	Skeletal-abnormality	GJB2
ENSG00000121742.16	Skeletal-abnormality	GJB6
ENSG00000102683.7	Skeletal-abnormality	SGCG
ENSG00000151835.14	Skeletal-abnormality	SACS
ENSG00000132932.16	Skeletal-abnormality	ATP8A2
ENSG00000127870.16	Skeletal-abnormality	RNF6
ENSG00000132963.7	Skeletal-abnormality	POMP
ENSG00000187676.7	Skeletal-abnormality	B3GLCT
ENSG00000139618.14	Skeletal-abnormality	BRCA2
ENSG00000133116.7	Skeletal-abnormality	KL
ENSG00000133104.12	Skeletal-abnormality	SPG20
ENSG00000133103.16	Skeletal-abnormality	COG6
ENSG00000136143.14	Skeletal-abnormality	SUCLA2
ENSG00000139687.13	Skeletal-abnormality	RB1
ENSG00000123191.14	Skeletal-abnormality	ATP7B
ENSG00000253710.2	Skeletal-abnormality	ALG11
ENSG00000215417.12	Skeletal-abnormality	MIR17HG
ENSG00000183098.10	Skeletal-abnormality	GPC6
ENSG00000043355.11	Skeletal-abnormality	ZIC2
ENSG00000175198.15	Skeletal-abnormality	PCCA
ENSG00000102452.15	Skeletal-abnormality	NALCN
ENSG00000174405.13	Skeletal-abnormality	LIG4
ENSG00000057593.13	Skeletal-abnormality	F7
ENSG00000126218.11	Skeletal-abnormality	F10
ENSG00000198824.5	Skeletal-abnormality	CHAMP1
ENSG00000198805.11	Skeletal-abnormality	PNP
ENSG00000155465.18	Skeletal-abnormality	SLC7A7
ENSG00000157227.12	Skeletal-abnormality	MMP14
ENSG00000092054.12	Skeletal-abnormality	MYH7
ENSG00000092098.16	Skeletal-abnormality	RNF31
ENSG00000092330.15	Skeletal-abnormality	TINF2
ENSG00000176165.10	Skeletal-abnormality	FOXG1
ENSG00000100478.14	Skeletal-abnormality	AP4S1
ENSG00000151413.16	Skeletal-abnormality	NUBPL
ENSG00000165410.14	Skeletal-abnormality	CFL2
ENSG00000100934.14	Skeletal-abnormality	SEC23A
ENSG00000168282.5	Skeletal-abnormality	MGAT2
ENSG00000165506.14	Skeletal-abnormality	DNAAF2
ENSG00000087299.11	Skeletal-abnormality	L2HGDH
ENSG00000198513.11	Skeletal-abnormality	ATL1
ENSG00000100503.23	Skeletal-abnormality	NIN
ENSG00000100523.14	Skeletal-abnormality	DDHD1
ENSG00000125378.15	Skeletal-abnormality	BMP4
ENSG00000131979.18	Skeletal-abnormality	GCH1
ENSG00000165588.16	Skeletal-abnormality	OTX2
ENSG00000165617.14	Skeletal-abnormality	DACT1
ENSG00000072042.12	Skeletal-abnormality	RDH11
ENSG00000198732.10	Skeletal-abnormality	SMOC1
ENSG00000119711.12	Skeletal-abnormality	ALDH6A1
ENSG00000119614.2	Skeletal-abnormality	VSX2
ENSG00000119688.20	Skeletal-abnormality	ABCD4
ENSG00000170345.9	Skeletal-abnormality	FOS
ENSG00000119686.9	Skeletal-abnormality	FLVCR2
ENSG00000009830.11	Skeletal-abnormality	POMT2
ENSG00000165409.16	Skeletal-abnormality	TSHR
ENSG00000140092.14	Skeletal-abnormality	FBLN5
ENSG00000100815.12	Skeletal-abnormality	TRIP11
ENSG00000140090.17	Skeletal-abnormality	SLC24A4
ENSG00000133937.4	Skeletal-abnormality	GSC
ENSG00000196663.15	Skeletal-abnormality	TECPR2
ENSG00000203485.12	Skeletal-abnormality	INF2
ENSG00000179627.9	Skeletal-abnormality	ZBTB42
ENSG00000185024.16	Skeletal-abnormality	BRF1
ENSG00000179455.7	Skeletal-abnormality	MKRN3
ENSG00000254585.2	Skeletal-abnormality	MAGEL2
ENSG00000182636.5	Skeletal-abnormality	NDN
ENSG00000114062.18	Skeletal-abnormality	UBE3A
ENSG00000128731.15	Skeletal-abnormality	HERC2
ENSG00000175344.17	Skeletal-abnormality	CHRNA7
ENSG00000140199.11	Skeletal-abnormality	SLC12A6
ENSG00000182117.5	Skeletal-abnormality	NOP10
ENSG00000134138.19	Skeletal-abnormality	MEIS2
ENSG00000166068.12	Skeletal-abnormality	SPRED1
ENSG00000169105.7	Skeletal-abnormality	CHST14
ENSG00000128917.6	Skeletal-abnormality	DLL4
ENSG00000092529.23	Skeletal-abnormality	CAPN3
ENSG00000159459.11	Skeletal-abnormality	UBR1
ENSG00000104133.14	Skeletal-abnormality	SPG11
ENSG00000166710.17	Skeletal-abnormality	B2M
ENSG00000074803.17	Skeletal-abnormality	SLC12A1
ENSG00000166147.13	Skeletal-abnormality	FBN1
ENSG00000137869.14	Skeletal-abnormality	CYP19A1
ENSG00000197535.14	Skeletal-abnormality	MYO5A
ENSG00000166794.4	Skeletal-abnormality	PPIB
ENSG00000103707.9	Skeletal-abnormality	MTFMT
ENSG00000166949.15	Skeletal-abnormality	SMAD3
ENSG00000213614.9	Skeletal-abnormality	HEXA
ENSG00000140374.15	Skeletal-abnormality	ETFA
ENSG00000140368.12	Skeletal-abnormality	PSTPIP1
ENSG00000103876.11	Skeletal-abnormality	FAH
ENSG00000172379.20	Skeletal-abnormality	ARNT2
ENSG00000177082.12	Skeletal-abnormality	WDR73
ENSG00000166716.9	Skeletal-abnormality	ZNF592
ENSG00000157766.15	Skeletal-abnormality	ACAN
ENSG00000140522.11	Skeletal-abnormality	RLBP1
ENSG00000140521.12	Skeletal-abnormality	POLG
ENSG00000166813.14	Skeletal-abnormality	KIF7
ENSG00000188095.4	Skeletal-abnormality	MESP2
ENSG00000182054.9	Skeletal-abnormality	IDH2
ENSG00000197299.10	Skeletal-abnormality	BLM
ENSG00000184056.14	Skeletal-abnormality	VPS33B
ENSG00000140563.14	Skeletal-abnormality	MCTP2
